record_id,ticker,target_session_date,predicted_movement,prob_down,prob_flat,prob_up,downside_return,base_return,upside_return,same_ticker_history_count,reference_history_end_date,class_median_fallbacks,history_scope,scenario_method,disclaimer
57,AAPL,2019-09-05,Flat,0.1465652286560261,0.6788532804671686,0.1745814908768053,-0.024931447421586435,-9.012606906025214e-05,0.022378473087039948,158,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
58,AAPL,2019-09-06,Up,0.138712694189159,0.3283347883396683,0.5329525174711727,-0.024931447421586435,0.0053580826924765936,0.022378473087039948,158,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
59,AMD,2019-09-09,Up,0.2546227863202858,0.3719347095400717,0.3734425041396424,-0.06296700570578022,0.002607698288415875,0.061837596263571576,105,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
60,GOOGL,2019-09-09,Flat,0.1463730467151212,0.6309204193388424,0.2227065339460363,-0.023514638583672757,-0.000583190710093958,0.02148987650703747,107,2019-05-08,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
61,AAPL,2019-09-12,Down,0.4086963674446281,0.2998528283094943,0.2914508042458776,-0.024931447421586435,-0.0029925948821584317,0.022378473087039948,158,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
62,AAPL,2019-09-16,Flat,0.2114333373758413,0.4980020970155196,0.2905645656086389,-0.024931447421586435,0.0004814717624115677,0.022378473087039948,158,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
63,INTC,2019-09-16,Flat,0.1429299544474124,0.6330807413060808,0.2239893042465067,-0.0216147341707751,0.0012257474965143397,0.020426834628361,186,2019-05-09,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
64,TSLA,2019-09-18,Flat,0.3845190792454201,0.4403741026668328,0.175106818087747,-0.04779379253499375,-0.004612771467664171,0.0360394537232713,257,2019-05-14,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
65,MSFT,2019-09-20,Up,0.2451056407831063,0.2034634382000306,0.5514309210168632,-0.0127193847359085,0.0070865309653532545,0.044300325474156674,119,2019-04-25,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
66,INTC,2019-09-26,Up,0.1972605053860523,0.2359681691304261,0.5667713254835215,-0.0216147341707751,0.004913388882175596,0.020426834628361,186,2019-05-09,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
